5000,-366.85891307813387,112.63848910792063
10000,-261.5998950834979,54.06036905195316
15000,-241.0139244896077,160.6348455858668
20000,-173.48942340004862,106.05154869564043
25000,4.243239811958366,102.56556774033038
30000,-90.07197812688507,75.03247931095245
35000,-1922.4723389583262,373.81993733384235
40000,-2275.379923347504,1159.317763144664
45000,-1382.606992964896,690.4530903251168
50000,-1489.495189095122,1096.0442532696127
55000,-1938.9299743146016,544.0041677741807
60000,-2594.5683459538022,807.2439176385666
65000,-814.3138757671375,279.98006243760653
70000,-1362.1882781427983,730.5357684319783
75000,-1862.388030373627,679.1606464804437
80000,-2906.915824427013,887.2642872467237
85000,-1373.7166737497519,763.5295846485836
90000,-1831.1430346198636,1291.286217460864
95000,-1707.694903082138,1183.1350676750542
100000,-2186.1794103551547,1761.6876538987144
